ticket_id,ticket_text,issue_type,urgency_level,product,processed_text,text_length
829,Payment issue for my UltraClean Vacuum. I was overbilled for order #94247.,Billing Problem,Low,UltraClean Vacuum,payment issue ultraclean vacuum overbilled order,74
830,"Can you tell me more about the PhotoSnap Cam warranty? Also, is it available in white?",General Inquiry,Medium,PhotoSnap Cam,tell photosnap cam warranty also available white,86
831,SmartWatch V2 is missing. It stopped working after just 7 days.,Product Defect,Low,SmartWatch V2,smartwatch v missing stopped working day,63
832,"Can you tell me more about the  warranty? Also, is it available in red?",General Inquiry,Medium,EcoBreeze AC,tell warranty also available red,71
833,Product info needed. Delivery expected by 27 March.,Unknown,Low,PowerMax Battery,product info needed delivery expected march,51
834,,Billing Problem,Low,PowerMax Battery,,0
835,FitRun Treadmill is malfunction. It stopped working after just 1 days.,Product Defect,Low,FitRun Treadmill,fitrun treadmill malfunction stopped working day,70
836,"Facing installation issue with SoundWave 300. Setup fails at step 1. Also, I contacted support on 09 April but got no response.",Installation Issue,Medium,SoundWave 300,facing installation issue soundwave setup fails step also contacted support april got response,127
837,Facing installation issue with RoboChef Blender. Setup fails at step 4.,Installation Issue,Low,RoboChef Blender,facing installation issue robochef blender setup fails step,71
838,Both my ProTab X1 and PowerMax Battery are late. Both giving issues.,Product Defect,Low,ProTab X1,protab x powermax battery late giving issue,68
839,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Medium,ProTab X1,cant log account keep showing captcha failed help,63
840,Both my RoboChef Blender and FitRun Treadmill are not working. Both giving issues.,Product Defect,Medium,RoboChef Blender,robochef blender fitrun treadmill working giving issue,82
841,Payment issue for my PhotoSnap Cam. I was charged twice for order #75768.,Unknown,Low,PhotoSnap Cam,payment issue photosnap cam charged twice order,73
842,"Can you tell me more about the UltraClean Vacuum warranty? Also, is it available in blue?",General Inquiry,Low,UltraClean Vacuum,tell ultraclean vacuum warranty also available blue,89
843,Facing installation issue with PhotoSnap Cam. Setup fails at step 1.,Installation Issue,High,PhotoSnap Cam,facing installation issue photosnap cam setup fails step,68
844,Order #15216 placed on 07 May still not here.,Late Delivery,Low,Vision LED TV,order placed may still,45
845,,General Inquiry,Low,FitRun Treadmill,,0
846,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Low,SmartWatch V2,cant log account keep showing captcha failed help,63
847,"Can you tell me more about the  warranty? Also, is it available in red?",General Inquiry,High,SoundWave 300,tell warranty also available red,71
848,Order #23419 for EcoBreeze AC is 5 days late. Ordered on 19 March.,Late Delivery,Low,EcoBreeze AC,order ecobreeze ac day late ordered march,66
849,Order #75921 for PowerMax Battery is 16 days late. Ordered on 23 March.,Late Delivery,Low,PowerMax Battery,order powermax battery day late ordered march,71
850,,Installation Issue,Low,Vision LED TV,,0
851,Order #81995 for  is 9 days late. Ordered on 05 March.,Late Delivery,High,EcoBreeze AC,order day late ordered march,54
852,Order #92470 for EcoBreeze AC is 9 days late. Ordered on 17 May. Delivery expected by 17 May.,Late Delivery,Low,EcoBreeze AC,order ecobreeze ac day late ordered may delivery expected may,93
853,I ordered FitRun Treadmill but got PhotoSnap Cam instead. My order number is #54167.,Wrong Item,Unknown,FitRun Treadmill,ordered fitrun treadmill got photosnap cam instead order number,84
854,"I ordered SmartWatch V2 but got EcoBreeze AC instead. My order number is #20428. Also, I contacted support on 15 April but got no response.",Wrong Item,Low,SmartWatch V2,ordered smartwatch v got ecobreeze ac instead order number also contacted support april got response,139
855,Facing installation issue with FitRun Treadmill. Setup fails at step 6.,Installation Issue,High,FitRun Treadmill,facing installation issue fitrun treadmill setup fails step,71
856,Order #81509 for Vision LED TV is 3 days late. Ordered on 10 April.,Late Delivery,Medium,Vision LED TV,order vision led tv day late ordered april,67
857,Can't log in to my account. Keeps showing reset required. Help!,Account Access,High,FitRun Treadmill,cant log account keep showing reset required help,63
858,Order #79357 for Vision LED TV is 10 days late. Ordered on 12 May. Delivery expected by 12 May.,Late Delivery,Medium,Vision LED TV,order vision led tv day late ordered may delivery expected may,95
859,"Can you tell me more about the RoboChef Blender warranty? Also, is it available in black?",General Inquiry,Medium,RoboChef Blender,tell robochef blender warranty also available black,89
860,I ordered SmartWatch V2 but got Vision LED TV instead. My order number is #35751. Delivery expected by 07 May.,Wrong Item,Medium,SmartWatch V2,ordered smartwatch v got vision led tv instead order number delivery expected may,110
861,I ordered PhotoSnap Cam but got EcoBreeze AC instead. My order number is #95981.,Wrong Item,Medium,PhotoSnap Cam,ordered photosnap cam got ecobreeze ac instead order number,80
862,Order #46436 for SoundWave 300 is 3 days late. Ordered on 02 May.,Late Delivery,High,SoundWave 300,order soundwave day late ordered may,65
863,Payment issue for my SoundWave 300. I was not refunded for order #57172.,Billing Problem,Unknown,SoundWave 300,payment issue soundwave refunded order,72
864,,General Inquiry,Low,UltraClean Vacuum,,0
865,Is this item in stock?,General Inquiry,Low,FitRun Treadmill,item stock,22
866,Account problem. Assistance needed.,Account Access,High,EcoBreeze AC,account problem assistance needed,35
867,Facing installation issue with . Setup fails at step 1.,Installation Issue,High,PhotoSnap Cam,facing installation issue setup fails step,55
868,Can't log in to my account. Keeps showing error. Help!,Account Access,High,SoundWave 300,cant log account keep showing error help,54
869,"Can you tell me more about teh SmartWatch V2 warranty? Also, is it available in white? Delivery expected by 08 April.",General Inquiry,Low,SmartWatch V2,tell teh smartwatch v warranty also available white delivery expected april,117
870,I ordered  but got UltraClean Vacuum instead. My order number is #87705.,Wrong Item,Low,UltraClean Vacuum,ordered got ultraclean vacuum instead order number,72
871,"Order #92113 for SmartWatch V2 is 7 days late. Ordered on 11 March. Also, I contacted support on 11 March but got no response.",Late Delivery,High,SmartWatch V2,order smartwatch v day late ordered march also contacted support march got response,126
872,Both my Vision LED TV and RoboChef Blender are defective. Both giving issues.,Product Defect,Low,Vision LED TV,vision led tv robochef blender defective giving issue,77
873,Payment issue for my . I was charged twice for order #32134. Delivery expected by 05 May.,Billing Problem,Low,EcoBreeze AC,payment issue charged twice order delivery expected may,89
874,"Can you tell me more about teh SmartWatch V2 warranty? Also, is it available in red? Also, I contacted support on 19 April but got no response.",General Inquiry,Low,SmartWatch V2,tell teh smartwatch v warranty also available red also contacted support april got response,143
875,Can't log in to my account. Keeps showing blocked. Help!,Account Access,Low,RoboChef Blender,cant log account keep showing blocked help,56
876,Payment issue fr mi PowerMax Battery. I was underbilled fr order #33239.,Billing Problem,Medium,PowerMax Battery,payment issue fr mi powermax battery underbilled fr order,72
877,"Facing installation issue with SoundWave 300. Setup fails at step 1. Also, I contacted support on 12 April but got no response.",Installation Issue,High,SoundWave 300,facing installation issue soundwave setup fails step also contacted support april got response,127
878,Can't log in to my account. Keeps showing reset required. Help! Delivery expected by 06 April.,Account Access,High,ProTab X1,cant log account keep showing reset required help delivery expected april,94
879,Order #20416 for  is 1 days late. Ordered on 06 May.,Late Delivery,Medium,SoundWave 300,order day late ordered may,52
880,I ordered  but got EcoBreeze AC instead. My order number is #70159.,Wrong Item,High,PhotoSnap Cam,ordered got ecobreeze ac instead order number,67
881,Payment issue for my Vision LED TV. I was overbilled for order #26865.,Billing Problem,Low,Vision LED TV,payment issue vision led tv overbilled order,70
882,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,Medium,PowerMax Battery,cant log account keep showing unknown issue help,62
883,Facing installation issue with Vision LED TV. Setup fails at step 2.,Installation Issue,Medium,Vision LED TV,facing installation issue vision led tv setup fails step,68
884,Order #28878 for SoundWave 300 is 18 days late. Ordered on 18 May. Delivery expected by 18 May.,Unknown,Unknown,SoundWave 300,order soundwave day late ordered may delivery expected may,95
885,Can't log in to my account. Keeps showing reset required. Help!,Account Access,Low,EcoBreeze AC,cant log account keep showing reset required help,63
886,Payment issue fr mi PhotoSnap Cam. I was overbilled fr order #68654.,Billing Problem,Medium,PhotoSnap Cam,payment issue fr mi photosnap cam overbilled fr order,68
887,Payment issue for my RoboChef Blender. I was overbilled for order #77275.,Billing Problem,Low,RoboChef Blender,payment issue robochef blender overbilled order,73
888,PhotoSnap Cam is charged. It stopped working after just 11 days.,Unknown,Medium,PhotoSnap Cam,photosnap cam charged stopped working day,64
889,"Facing installation issue with Vision LED TV. Setup fails at step 3. Also, I contacted support on 05 April but got no response.",Unknown,Low,Vision LED TV,facing installation issue vision led tv setup fails step also contacted support april got response,127
890,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,Low,ProTab X1,cant log account keep showing unknown issue help,62
891,"Order #97243 for FitRun Treadmill is 16 days late. Ordered on 20 March. Also, I contacted support on 20 March but got no response.",Late Delivery,High,FitRun Treadmill,order fitrun treadmill day late ordered march also contacted support march got response,130
892,RoboChef Blender is wrong item. It stopped working after just 4 days.,Product Defect,High,RoboChef Blender,robochef blender wrong item stopped working day,69
893,"Can you tell me more about the SmartWatch V2 warranty? Also, is it available in red?",General Inquiry,High,SmartWatch V2,tell smartwatch v warranty also available red,84
894,I ordered SmartWatch V2 but got UltraClean Vacuum instead. My order number is #89720.,Unknown,Low,SmartWatch V2,ordered smartwatch v got ultraclean vacuum instead order number,85
895,Payment issue for my RoboChef Blender. I was debited incorrectly for order #59153.,Billing Problem,High,RoboChef Blender,payment issue robochef blender debited incorrectly order,82
896,Payment issue for my SmartWatch V2. I was charged twice for order #50217.,Billing Problem,Medium,SmartWatch V2,payment issue smartwatch v charged twice order,73
897,"Received wrong product, order mixed up.",Wrong Item,Low,EcoBreeze AC,received wrong product order mixed,39
898,"Can you tell me more about the Vision LED TV warranty? Also, is it available in red? Also, I contacted support on 13 April but got no response.",General Inquiry,High,Vision LED TV,tell vision led tv warranty also available red also contacted support april got response,143
899,I ordered  but got RoboChef Blender instead. My order number is #32296.,Wrong Item,High,Vision LED TV,ordered got robochef blender instead order number,71
900,"Can't log in to my account. Keeps showing reset required. Help! Also, I contacted support on 15 April but got no response.",Account Access,Medium,PowerMax Battery,cant log account keep showing reset required help also contacted support april got response,122
901,,General Inquiry,High,FitRun Treadmill,,0
902, is missing. It stopped working after just 5 days.,Product Defect,High,UltraClean Vacuum,missing stopped working day,50
903,Facing installation issue with FitRun Treadmill. Setup fails at step 2.,Installation Issue,Medium,FitRun Treadmill,facing installation issue fitrun treadmill setup fails step,71
904,I ordered FitRun Treadmill but got SoundWave 300 instead. My order number is #50409.,Wrong Item,High,FitRun Treadmill,ordered fitrun treadmill got soundwave instead order number,84
905,Can't log in to my account. Keeps showing reset required. Help!,Account Access,Medium,Vision LED TV,cant log account keep showing reset required help,63
906,Facing installation issue with EcoBreeze AC. Setup fails at step 1.,Installation Issue,Low,EcoBreeze AC,facing installation issue ecobreeze ac setup fails step,67
907,Can't log in to my account. Keeps showing blocked. Help!,Account Access,Unknown,SmartWatch V2,cant log account keep showing blocked help,56
908,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,Low,UltraClean Vacuum,cant log account keep showing unknown issue help,62
909,Payment issue for my SmartWatch V2. I was charged twice for order #76501.,Billing Problem,Low,SmartWatch V2,payment issue smartwatch v charged twice order,73
910,Facing installation issue with EcoBreeze AC. Setup fails at step 6.,Installation Issue,High,EcoBreeze AC,facing installation issue ecobreeze ac setup fails step,67
911,"Payment issue fr mi Vision LED TV. I was debited incorrectly fr order #70312. Also, I contacted support on 27 March but got no response.",Billing Problem,Medium,Vision LED TV,payment issue fr mi vision led tv debited incorrectly fr order also contacted support march got response,136
912,I ordered FitRun Treadmill but got FitRun Treadmill instead. My order number is #38356.,Wrong Item,Medium,FitRun Treadmill,ordered fitrun treadmill got fitrun treadmill instead order number,87
913,Facing installation issue with FitRun Treadmill. Setup fails at step 6. Delivery expected by 26 April.,Installation Issue,Low,FitRun Treadmill,facing installation issue fitrun treadmill setup fails step delivery expected april,102
914,"Can you tell me more about the  warranty? Also, is it available in white?",General Inquiry,Medium,RoboChef Blender,tell warranty also available white,73
915,Order #37396 for PowerMax Battery is 18 days late. Ordered on 26 March.,Late Delivery,Low,PowerMax Battery,order powermax battery day late ordered march,71
916,"PowerMax Battery is late. It stopped working after just 6 days. Also, I contacted support on 28 March but got no response.",Product Defect,Medium,PowerMax Battery,powermax battery late stopped working day also contacted support march got response,122
917,I ordered  but got EcoBreeze AC instead. My order number is #37027.,Unknown,High,Vision LED TV,ordered got ecobreeze ac instead order number,67
918,Order #31522 for PhotoSnap Cam is 3 days late. Ordered on 17 April.,Late Delivery,Low,PhotoSnap Cam,order photosnap cam day late ordered april,67
919,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Low,PhotoSnap Cam,cant log account keep showing captcha failed help,63
920,,Product Defect,Medium,RoboChef Blender,,0
921,Payment issue for my RoboChef Blender. I was not refunded for order #73665.,Billing Problem,Medium,RoboChef Blender,payment issue robochef blender refunded order,75
922,,Late Delivery,Medium,SoundWave 300,,0
923,"Can you tell me more about the PhotoSnap Cam warranty? Also, is it available in red?",General Inquiry,Low,PhotoSnap Cam,tell photosnap cam warranty also available red,84
924,I ordered EcoBreeze AC but got EcoBreeze AC instead. My order number is #75836.,Wrong Item,Medium,EcoBreeze AC,ordered ecobreeze ac got ecobreeze ac instead order number,79
925,Account problem. Assistance needed.,Account Access,High,EcoBreeze AC,account problem assistance needed,35
926,"I ordered Vision LED TV but got UltraClean Vacuum instead. My order number is #60696. Also, I contacted support on 15 March but got no response.",Wrong Item,Low,Vision LED TV,ordered vision led tv got ultraclean vacuum instead order number also contacted support march got response,144
927,Payment issue for my RoboChef Blender. I was underbilled for order #97829.,Billing Problem,Medium,RoboChef Blender,payment issue robochef blender underbilled order,74
928,ProTab X1 is no response. It stopped working after just 7 days.,Product Defect,Medium,ProTab X1,protab x response stopped working day,63
929,,Late Delivery,Low,Vision LED TV,,0
930,Both my EcoBreeze AC and EcoBreeze AC are lost. Both giving issues.,Product Defect,High,EcoBreeze AC,ecobreeze ac ecobreeze ac lost giving issue,67
931,Facing installation issue with EcoBreeze AC. Setup fails at step 3.,Installation Issue,Low,EcoBreeze AC,facing installation issue ecobreeze ac setup fails step,67
932,Facing installation issue with PhotoSnap Cam. Setup fails at step 2.,Unknown,Low,PhotoSnap Cam,facing installation issue photosnap cam setup fails step,68
933,I ordered Vision LED TV but got PhotoSnap Cam instead. My order number is #55731.,Wrong Item,Medium,Vision LED TV,ordered vision led tv got photosnap cam instead order number,81
934,Payment issue for my . I was debited incorrectly for order #92245.,Billing Problem,Low,SmartWatch V2,payment issue debited incorrectly order,66
935,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Low,RoboChef Blender,cant log account keep showing captcha failed help,63
936,Can't log in to my account. Keeps showing blocked. Help!,Account Access,High,ProTab X1,cant log account keep showing blocked help,56
937,Order #68327 for SoundWave 300 is 9 days late. Ordered on 27 April.,Late Delivery,Low,SoundWave 300,order soundwave day late ordered april,67
938,Payment issue for my PhotoSnap Cam. I was underbilled for order #42289. Delivery expected by 18 May.,Unknown,Medium,PhotoSnap Cam,payment issue photosnap cam underbilled order delivery expected may,100
939,"Can you tell me more about the RoboChef Blender warranty? Also, is it available in red?",General Inquiry,Low,RoboChef Blender,tell robochef blender warranty also available red,87
940,Facing installation issue with . Setup fails at step 2.,Installation Issue,Low,EcoBreeze AC,facing installation issue setup fails step,55
941,"Can you tell me more about the FitRun Treadmill warranty? Also, is it available in red?",General Inquiry,Medium,FitRun Treadmill,tell fitrun treadmill warranty also available red,87
942,Order #26699 for Vision LED TV is 6 days late. Ordered on 11 March.,Unknown,Low,Vision LED TV,order vision led tv day late ordered march,67
943,"Payment problem for order #71097. Need urgent help. Also, I contacted support on 14 April but got no response.",Billing Problem,Low,EcoBreeze AC,payment problem order need urgent help also contacted support april got response,110
944,,Late Delivery,High,RoboChef Blender,,0
945,Is this item in stock? Delivery expected by 05 March.,General Inquiry,Medium,UltraClean Vacuum,item stock delivery expected march,53
946,Order #26064 for Vision LED TV is 18 days late. Ordered on 26 March.,Late Delivery,Low,Vision LED TV,order vision led tv day late ordered march,68
947,I ordered ProTab X1 but got FitRun Treadmill instead. My order number is #34126. Delivery expected by 09 May.,Wrong Item,Low,ProTab X1,ordered protab x got fitrun treadmill instead order number delivery expected may,109
948,"Order #77825 for  is 12 days late. Ordered on 06 April. Also, I contacted support on 06 April but got no response.",Late Delivery,Low,SmartWatch V2,order day late ordered april also contacted support april got response,114
949,Want to know more about warranty.,General Inquiry,High,RoboChef Blender,want know warranty,33
950, is wrong item. It stopped working after just 3 days.,Product Defect,Low,RoboChef Blender,wrong item stopped working day,53
951,,Product Defect,High,UltraClean Vacuum,,0
952,"Payment issue for my EcoBreeze AC. I was not refunded for order #96984. Also, I contacted support on 10 March but got no response.",Billing Problem,High,EcoBreeze AC,payment issue ecobreeze ac refunded order also contacted support march got response,130
953,Not able to install my product.,Unknown,Low,EcoBreeze AC,able install product,31
954,Order #76260 for  is 9 days late. Ordered on 15 May.,Late Delivery,Low,ProTab X1,order day late ordered may,52
955,"Payment issue for my SoundWave 300. I was charged twice for order #65339. Also, I contacted support on 17 March but got no response.",Billing Problem,Low,SoundWave 300,payment issue soundwave charged twice order also contacted support march got response,132
956,I ordered ProTab X1 but got FitRun Treadmill instead. My order number is #25354.,Wrong Item,Low,ProTab X1,ordered protab x got fitrun treadmill instead order number,80
957,Order #91345 for ProTab X1 is 3 days late. Ordered on 10 April.,Late Delivery,Medium,ProTab X1,order protab x day late ordered april,63
958, is error. It stopped working after just 12 days.,Product Defect,High,UltraClean Vacuum,error stopped working day,49
959,Payment issue for my . I was overbilled for order #46165.,Billing Problem,Unknown,PowerMax Battery,payment issue overbilled order,57
960,"Received wrong product, order mixed up.",Wrong Item,Medium,PhotoSnap Cam,received wrong product order mixed,39
961,"Can you tell me more about the PowerMax Battery warranty? Also, is it available in blue?",General Inquiry,Unknown,PowerMax Battery,tell powermax battery warranty also available blue,88
962,"Can you tell me more about the Vision LED TV warranty? Also, is it available in white?",General Inquiry,Low,Vision LED TV,tell vision led tv warranty also available white,86
963," is not working. It stopped working after just 5 days. Also, I contacted support on 03 May but got no response.",Product Defect,High,EcoBreeze AC,working stopped working day also contacted support may got response,111
964,"Can you tell me more about the  warranty? Also, is it available in black? Also, I contacted support on 18 May but got no response.",Unknown,Low,PhotoSnap Cam,tell warranty also available black also contacted support may got response,130
965,Facing installation issue wit . Setup fails at step 1.,Installation Issue,Medium,RoboChef Blender,facing installation issue wit setup fails step,54
966,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Medium,ProTab X1,cant log account keep showing captcha failed help,63
967,Payment issue for my ProTab X1. I was not refunded for order #57541.,Billing Problem,High,ProTab X1,payment issue protab x refunded order,68
968,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Low,SoundWave 300,cant log account keep showing captcha failed help,63
969,I ordered UltraClean Vacuum but got RoboChef Blender instead. My order number is #40823. Delivery expected by 04 May.,Wrong Item,High,UltraClean Vacuum,ordered ultraclean vacuum got robochef blender instead order number delivery expected may,117
970,I ordered ProTab X1 but got FitRun Treadmill instead. My order number is #74338.,Wrong Item,Medium,ProTab X1,ordered protab x got fitrun treadmill instead order number,80
971,"Can't log in to my account. Keeps showing captcha failed. Help! Also, I contacted support on 16 March but got no response.",Account Access,Low,PowerMax Battery,cant log account keep showing captcha failed help also contacted support march got response,122
972,"Can you tell me more about the FitRun Treadmill warranty? Also, is it available in blue? Also, I contacted support on 29 April but got no response.",General Inquiry,Low,FitRun Treadmill,tell fitrun treadmill warranty also available blue also contacted support april got response,147
973,ProTab X1 is charged. It stopped working after just 12 days.,Unknown,High,ProTab X1,protab x charged stopped working day,60
974,I ordered RoboChef Blender but got RoboChef Blender instead. My order number is #38197.,Wrong Item,High,RoboChef Blender,ordered robochef blender got robochef blender instead order number,87
975," is damaged. It stopped working after just 8 days. Also, I contacted support on 03 April but got no response.",Product Defect,Unknown,UltraClean Vacuum,damaged stopped working day also contacted support april got response,109
976,"Can you tell me more about the SoundWave 300 warranty? Also, is it available in blue?",General Inquiry,Medium,SoundWave 300,tell soundwave warranty also available blue,85
977,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,Medium,RoboChef Blender,cant log account keep showing unknown issue help,62
978,Payment issue for my Vision LED TV. I was overbilled for order #82579.,Billing Problem,High,Vision LED TV,payment issue vision led tv overbilled order,70
979,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Low,FitRun Treadmill,cant log account keep showing captcha failed help,63
980,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,High,PhotoSnap Cam,cant log account keep showing unknown issue help,62
981,"Payment issue for my SmartWatch V2. I was underbilled for order #43566. Also, I contacted support on 09 March but got no response.",Billing Problem,Medium,SmartWatch V2,payment issue smartwatch v underbilled order also contacted support march got response,130
982,Payment issue fr mi ProTab X1. I was not refunded fr order #49840.,Billing Problem,Medium,ProTab X1,payment issue fr mi protab x refunded fr order,66
983,,General Inquiry,High,PhotoSnap Cam,,0
984,Facing installation issue with . Setup fails at step 3.,Installation Issue,Medium,UltraClean Vacuum,facing installation issue setup fails step,55
985,I ordered Vision LED TV but got PowerMax Battery instead. My order number is #95065.,Wrong Item,Medium,Vision LED TV,ordered vision led tv got powermax battery instead order number,84
986,"Can you tell me more about the PhotoSnap Cam warranty? Also, is it available in black?",General Inquiry,Medium,PhotoSnap Cam,tell photosnap cam warranty also available black,86
987,Payment issue for my . I was debited incorrectly for order #21290.,Billing Problem,High,UltraClean Vacuum,payment issue debited incorrectly order,66
988,Product info needed.,General Inquiry,Low,FitRun Treadmill,product info needed,20
989,Order #97942 for FitRun Treadmill is 13 days late. Ordered on 05 May.,Late Delivery,High,FitRun Treadmill,order fitrun treadmill day late ordered may,69
990,Order #46084 for  is 11 days late. Ordered on 16 May.,Late Delivery,Low,RoboChef Blender,order day late ordered may,53
991,Facing installation issue with ProTab X1. Setup fails at step 6.,Unknown,Medium,ProTab X1,facing installation issue protab x setup fails step,64
992,"Both my FitRun Treadmill and PhotoSnap Cam are missing. Both giving issues. Also, I contacted support on 09 March but got no response.",Product Defect,Medium,FitRun Treadmill,fitrun treadmill photosnap cam missing giving issue also contacted support march got response,134
993,,Installation Issue,High,SmartWatch V2,,0
994,"Received wrong product, order mixed up.",Wrong Item,High,ProTab X1,received wrong product order mixed,39
995,Is this item in stock?,General Inquiry,High,RoboChef Blender,item stock,22
996,I ordered EcoBreeze AC but got FitRun Treadmill instead. My order number is #23620.,Wrong Item,High,EcoBreeze AC,ordered ecobreeze ac got fitrun treadmill instead order number,83
997,"I ordered SoundWave 300 but got PowerMax Battery instead. My order number is #72311. Also, I contacted support on 22 April but got no response.",Wrong Item,Low,SoundWave 300,ordered soundwave got powermax battery instead order number also contacted support april got response,143
998,,Installation Issue,Medium,EcoBreeze AC,,0
999,Payment issue fr mi SoundWave 300. I was debited incorrectly fr order #64366.,Billing Problem,Low,SoundWave 300,payment issue fr mi soundwave debited incorrectly fr order,77
1000,PowerMax Battery is missing. It stopped working after just 1 days.,Product Defect,Low,PowerMax Battery,powermax battery missing stopped working day,66
